"AS","ASC","NRC"
"negative",1,0.6817
"negative",1,1
"negative",0.6743,0.3668
"neutral",0.6551,0
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6655
"positive",0.6983,0
"neutral",0.6923,0
"negative",1,1
"negative",0.6773,0.3489
"negative",0.6227,0.3168
"negative",1,0.6774
"neutral",0.6762,0
"negative",1,0.6725
"negative",0.6734,0.3573
"negative",0.6648,0.3541
"negative",1,0.6545
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",0.6688,0
"negative",0.6524,0.3367
"negative",1,1
"negative",0.3638,0.3638
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6421
"negative",1,1
"negative",1,0.3768
"negative",1,0.6809
"negative",1,0.6691
"negative",1,1
"negative",1,0.6497
"positive",1,0.638298279794716
"negative",1,0.6842
"neutral",1,0.638298279794716
"negative",0.7123,0.3837
"negative",0.6731,0.6731
"negative",1,0.3707
"negative",1,0.6458
"negative",1,1
"negative",1,0.3527
"negative",1,1
"negative",0.6677,0.6677
"negative",1,1
"negative",1,1
"negative",1,0.3735
"negative",1,0.3437
"neutral",0.6737,0.638298279794716
"negative",1,0.7002
"negative",1,1
"negative",1,1
"negative",0.6672,0.3606
"negative",1,0.7208
"negative",1,0.6608
"negative",0.6552,0.355
"negative",0.6519,0.347
"neutral",0.6739,0
"negative",1,1
"negative",1,0.3511
"negative",0.7132,0.7132
"negative",1,0.6619
"negative",1,1
"negative",0.6625,0.6625
"negative",1,1
"negative",1,1
"negative",0.6957,0.3804
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6769
"positive",1,0.638298279794716
"negative",1,0.3511
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6803
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.3456
"negative",1,0.6531
"neutral",0.3441,0
"negative",1,0.6997
"positive",1,0.638298279794716
"positive",0.6772,0
"negative",0.7072,0.7072
"negative",1,0.696
"negative",1,0.6667
"negative",0.6843,0.6843
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6855
"negative",1,0.6943
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6664
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"negative",0.661,0.661
"negative",1,0.3394
"negative",1,0.6729
"negative",0.6634,0.6634
"negative",0.6661,0.6661
"negative",0.6865,0.3453
"negative",1,1
"negative",1,0.6314
"negative",1,0.6678
"negative",1,1
"negative",1,1
"negative",0.6421,0.6421
"negative",1,0.6701
"neutral",0.6429,0
"positive",1,0.638298279794716
"negative",1,0.6992
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.676
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6599
"negative",1,0.666
"negative",1,1
"negative",1,0.6767
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6544
"negative",1,1
"positive",1,0.638298279794716
"positive",0.6584,0
"negative",1,1
"positive",0.6854,0.638298279794716
"negative",1,1
"neutral",0.6803,0
"positive",1,0.638298279794716
"negative",0.6627,0.3373
"negative",1,0.6762
"negative",1,1
"positive",0.6742,0
"negative",0.6356,0.3355
"negative",1,1
"positive",0.66,0.638298279794716
"negative",1,0.7158
"negative",1,1
"negative",0.6556,0.6556
"negative",1,1
"negative",1,1
"negative",1,1
"negative",0.3558,0.3558
"negative",1,0.3457
"positive",1,0.638298279794716
"negative",1,0.6619
"negative",1,0.6768
"negative",1,0.6727
"negative",1,0.6522
"negative",1,0.6471
"positive",0.6404,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6706
"neutral",1,0.638298279794716
"negative",0.6775,0.3535
"positive",1,0.638298279794716
"negative",1,1
"negative",0.6458,0.6458
"negative",1,1
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6776
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6686
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6498
"negative",1,1
"negative",1,0.6309
"neutral",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.3631
"negative",1,1
"negative",0.6644,0.6644
"negative",1,1
"negative",1,1
"positive",0.6913,0
"negative",1,1
"negative",1,1
"negative",1,0.6464
"negative",1,0.6673
"negative",1,1
"negative",1,1
"negative",0.6449,0.3285
"positive",1,0.638298279794716
"positive",0.6637,0
"negative",1,1
"negative",1,1
"positive",0.6762,0.638298279794716
"positive",0.6507,0.638298279794716
"negative",1,0.6633
"negative",0.6677,0.3602
"negative",1,1
"negative",1,0.6606
"negative",1,0.6531
"negative",1,0.6487
"negative",1,1
"negative",1,1
"positive",0.3678,0
"negative",1,0.6606
"positive",0.6714,0
"negative",0.6667,0.6667
"negative",1,1
"negative",1,0.352
"negative",1,0.6444
"neutral",0.6459,0
"negative",1,0.664
"positive",1,0.638298279794716
"negative",1,1
"neutral",0.6906,0
"negative",1,0.676
"negative",1,1
"negative",1,0.6839
"negative",1,1
"negative",1,0.6845
"negative",1,0.3603
"negative",1,0.3545
"negative",1,1
"negative",1,0.6923
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.3733
"negative",1,1
"negative",1,1
"neutral",0.6659,0
"neutral",0.6745,0
"positive",0.6858,0
"negative",1,0.6419
"negative",1,0.708
"neutral",0.6845,0
"negative",1,1
"negative",1,1
"negative",0.6458,0.3333
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.7078
"negative",1,0.6768
"negative",1,0.6849
"neutral",0.683,0
"positive",0.6291,0
"negative",0.6955,0.3531
"negative",1,1
"negative",0.69,0.36
"positive",1,0.638298279794716
"negative",1,0.6867
"neutral",0.6632,0
"negative",0.6535,0.3366
"positive",1,0.638298279794716
"negative",1,0.3789
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"positive",0.6727,0
"negative",1,1
"negative",1,0.6474
"negative",1,0.3505
"negative",1,0.6738
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",0.6484,0.3407
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6581
"positive",0.679,0.638298279794716
"negative",1,0.6454
"neutral",1,0.638298279794716
"negative",1,0.3431
"negative",1,0.6995
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6909
"negative",0.6916,0.6916
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6809
"negative",1,1
"negative",1,0.672
"negative",0.6447,0.3278
"negative",1,1
"positive",0.6718,0.638298279794716
"negative",1,1
"negative",1,0.6889
"negative",1,1
"negative",1,1
"negative",1,0.6959
"positive",0.6939,0.638298279794716
"negative",1,0.6275
"negative",1,0.6611
"negative",0.6515,0.6515
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.3596
"negative",1,0.6989
"neutral",0.6379,0
"negative",1,1
"positive",1,0.638298279794716
"positive",0.6729,0.638298279794716
"negative",1,1
"negative",1,0.6787
"negative",1,0.6577
"negative",1,0.6201
"positive",0.6664,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.667,0.3533
"neutral",0.6383,0
"negative",0.6907,0.6907
"negative",1,1
"negative",1,0.6774
"negative",1,0.6511
"negative",1,0.3476
"negative",1,0.337
"negative",0.6716,0.6716
"negative",1,0.6838
"negative",1,0.6963
"negative",1,0.7188
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.6667,0.638298279794716
"negative",0.6316,0.3164
"negative",0.6846,0.6846
"negative",0.6547,0.3331
"negative",1,0.6796
"negative",0.667,0.3341
"positive",0.6604,0.638298279794716
"negative",1,1
"negative",0.6889,0.3444
"neutral",0.6742,0.638298279794716
"negative",0.6449,0.334
"neutral",0.6767,0
"negative",1,0.3488
"negative",1,0.3448
"neutral",0.3474,0
"positive",1,0.638298279794716
"negative",1,0.6641
"negative",1,0.67
"neutral",1,0.638298279794716
"neutral",0.6529,0
"negative",1,0.6997
"negative",1,0.6694
"neutral",1,0.638298279794716
"positive",0.7047,0.638298279794716
"negative",1,0.3447
"neutral",1,0.638298279794716
"negative",0.6703,0.6703
"negative",1,1
"negative",1,1
"positive",0.6712,0.638298279794716
"neutral",0.6544,0.638298279794716
"neutral",0.6911,0.638298279794716
"positive",0.6666,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"positive",0.6639,0.638298279794716
"neutral",0.6632,0.638298279794716
"negative",1,1
"negative",1,1
"positive",0.7012,0
"negative",1,1
"negative",1,0.6421
"negative",1,0.378
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6563
"negative",0.6725,0.6725
"positive",0.6628,0.638298279794716
"negative",0.6507,0.3493
"positive",0.6882,0.638298279794716
"positive",0.6529,0.638298279794716
"negative",1,1
"negative",1,0.6368
"neutral",1,0.638298279794716
"negative",1,0.6397
"neutral",1,0.638298279794716
"negative",1,0.6559
"positive",1,0.638298279794716
"positive",0.6752,0
"negative",0.6772,0.3829
"positive",1,0.638298279794716
"negative",0.6806,0.6806
"neutral",0.6775,0
"negative",1,1
"negative",1,1
"negative",1,0.6593
"negative",1,1
"negative",1,1
"negative",1,0.6585
"neutral",1,0.638298279794716
"negative",1,0.6304
"positive",1,0.638298279794716
"neutral",0.6503,0
"neutral",0.6593,0
"negative",1,0.379
"negative",1,0.6341
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6762
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6612
"negative",0.6712,0.3356
"negative",1,1
"negative",1,0.6701
"negative",1,0.6523
"negative",0.6517,0.338
"neutral",1,0.638298279794716
"negative",0.6463,0.6463
"negative",1,1
"negative",0.6598,0.6598
"positive",1,0.638298279794716
"neutral",0.6739,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6701
"negative",1,0.6667
"negative",1,1
"negative",1,0.6277
"negative",1,0.6733
"negative",1,1
"negative",0.6791,0.3727
"negative",0.361,0.361
"neutral",1,0.638298279794716
"neutral",0.6915,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6357,0
"neutral",1,0.638298279794716
"positive",0.6749,0
"negative",1,0.67
"negative",1,1
"neutral",0.6676,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6539
"negative",1,0.6556
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"positive",0.3519,0
"neutral",0.627,0.638298279794716
"positive",0.663,0.638298279794716
"negative",1,0.3596
"negative",1,1
"negative",1,0.6353
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.6266,0.638298279794716
"positive",0.6629,0.638298279794716
"negative",0.6932,0.6932
"negative",1,0.6911
"negative",0.6598,0.6598
"positive",0.6907,0
"negative",1,0.3475
"negative",0.6712,0.6712
"neutral",0.6304,0
"negative",0.6515,0.3337
"negative",1,1
"neutral",0.6809,0
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.7918
"negative",1,0.9241
"negative",1,0.9303
"negative",1,1
"negative",1,0.962
"negative",1,1
"negative",1,1
"negative",0.9553,0.9553
"positive",0.9236,0
"negative",1,0.5345
"negative",1,0.6727
"positive",0.6242,0
"negative",0.924,0.4904
"negative",1,0.4686
"negative",0.7991,0.6423
"negative",1,1
"neutral",0.6755,0
"negative",1,1
"negative",1,0.6758
"negative",1,1
"negative",1,0.7066
"negative",0.6581,0.3444
"negative",0.6369,0.6369
"negative",1,0.6408
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.3573
"neutral",0.6541,0
"negative",1,0.6728
"negative",1,0.6673
"neutral",0.6423,0.638298279794716
"positive",0.6485,0.638298279794716
"negative",1,0.6546
"negative",1,1
"neutral",1,0.638298279794716
"neutral",0.6424,0
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.3726
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"neutral",0.6709,0.638298279794716
"negative",1,0.659
"negative",1,0.6575
"negative",0.6831,0.6831
"neutral",0.3539,0
"positive",0.6497,0
"negative",1,1
"negative",1,0.3606
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6569
"positive",1,0.638298279794716
"positive",0.6909,0.638298279794716
"negative",1,1
"negative",1,0.6982
"neutral",0.6705,0
"negative",0.6551,0.3331
"neutral",1,0.638298279794716
"negative",1,0.6849
"positive",1,0.638298279794716
"neutral",0.6808,0.638298279794716
"negative",0.6539,0.3303
"positive",1,0.638298279794716
"negative",1,0.6447
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6857
"neutral",1,0.638298279794716
"negative",1,1
"positive",0.6812,0
"neutral",1,0.638298279794716
"negative",0.6495,0.6495
"negative",1,0.6632
"negative",1,0.662
"negative",1,1
"negative",1,0.6578
"neutral",1,0.638298279794716
"negative",1,0.7046
"negative",1,0.6461
"positive",0.671,0.638298279794716
"negative",1,0.6471
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.659
"negative",0.7101,0.7101
"positive",1,0.638298279794716
"negative",1,0.6565
"negative",0.6954,0.387
"negative",1,1
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.6771
"negative",1,1
"negative",1,1
"negative",1,0.3394
"negative",0.6913,0.3537
"negative",1,1
"negative",0.7038,0.7038
"negative",1,0.6961
"negative",0.6535,0.3754
"neutral",0.69,0
"neutral",0.6863,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.3703
"negative",0.5014,0.5014
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.633
"negative",1,0.6632
"neutral",1,0.638298279794716
"positive",0.6892,0
"neutral",0.671,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6472
"negative",1,0.663
"negative",1,0.6553
"neutral",0.6771,0.638298279794716
"negative",1,0.6658
"positive",1,0.638298279794716
"positive",0.6552,0.638298279794716
"negative",0.7148,0.3889
"negative",1,0.6503
"negative",1,0.6458
"negative",0.6432,0.3331
"negative",1,0.3555
"negative",1,1
"negative",0.667,0.667
"negative",1,0.6496
"negative",1,0.6774
"neutral",0.6159,0
"negative",1,0.6688
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6721
"negative",1,1
"negative",1,1
"neutral",0.6925,0
"positive",1,0.638298279794716
"positive",0.6743,0.638298279794716
"negative",0.6982,0.3848
"negative",1,0.6557
"negative",1,0.3443
"positive",1,0.638298279794716
"positive",0.6708,0
"negative",1,1
"positive",0.6937,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6314,0.3354
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.6436,0
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6564,0.638298279794716
"neutral",0.6786,0.638298279794716
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.6924,0
"negative",1,1
"negative",1,0.3446
"negative",1,0.3667
"neutral",0.7068,0
"positive",0.6454,0
"positive",0.6236,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.6774,0.638298279794716
"neutral",0.6683,0
"neutral",1,0.638298279794716
"neutral",0.6725,0.638298279794716
"negative",1,0.3614
"negative",1,0.6399
"negative",1,0.7085
"negative",1,1
"neutral",1,0.638298279794716
"positive",0.6188,0.638298279794716
"neutral",1,0.638298279794716
"positive",0.6607,0.638298279794716
"negative",1,0.6685
"negative",1,0.3579
"neutral",0.6858,0
"neutral",1,0.638298279794716
"negative",0.6681,0.6681
"negative",0.6687,0.3442
"negative",1,1
"positive",0.6802,0.638298279794716
"negative",1,0.3585
"negative",0.669,0.669
"negative",1,0.6635
"negative",0.7276,0.7276
"negative",1,0.6588
"negative",0.635,0.3285
"negative",0.6866,0.352
"negative",1,0.6914
"neutral",0.6616,0
"negative",1,1
"negative",1,0.6611
"negative",1,0.689
"negative",1,0.6683
"positive",0.6821,0
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6782,0.6782
"negative",0.6781,0.3411
"negative",1,0.3602
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6707,0.3377
"negative",1,0.6831
"negative",1,0.6789
"neutral",0.6579,0
"neutral",0.6779,0
"negative",1,0.3615
"negative",1,0.3646
"positive",1,0.638298279794716
"neutral",0.3544,0
"negative",1,0.6927
"positive",1,0.638298279794716
"negative",0.6307,0.3168
"negative",1,0.6845
"negative",1,0.6839
"negative",1,1
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6758
"negative",1,1
"positive",1,0.638298279794716
"negative",0.6753,0.6753
"positive",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6341
"positive",1,0.638298279794716
"neutral",0.662,0.638298279794716
"negative",0.6812,0.3652
"negative",1,0.3531
"negative",1,0.6955
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.6654
"negative",1,1
"negative",1,0.3468
"positive",1,0.638298279794716
"negative",1,1
"negative",0.6952,0.6952
"positive",1,0.638298279794716
"negative",1,0.708
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6576,0.6576
"neutral",1,0.638298279794716
"neutral",0.6811,0
"positive",1,0.638298279794716
"negative",0.7175,0.3633
"positive",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.6358
"neutral",0.6917,0
"neutral",1,0.638298279794716
"negative",1,0.7132
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,0.3644
"negative",1,1
"negative",1,1
"positive",0.6427,0
"negative",0.6974,0.3755
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",0.6824,0.3665
"negative",1,0.6688
"neutral",0.6857,0.638298279794716
"negative",1,1
"negative",1,0.3656
"positive",0.6723,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6565,0.638298279794716
"negative",0.6578,0.3498
"negative",1,0.6576
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.6446
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6505
"negative",0.6837,0.3745
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",0.6894,0.3611
"neutral",1,0.638298279794716
"negative",1,0.3358
"positive",1,0.638298279794716
"negative",1,0.6895
"positive",1,0.638298279794716
"negative",1,1
"neutral",0.6773,0
"positive",0.6864,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.6495
"neutral",1,0.638298279794716
"negative",1,0.6503
"negative",0.6865,0.6865
"neutral",0.6752,0
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6646,0
"negative",1,0.6591
"positive",1,0.638298279794716
"negative",1,0.6717
"neutral",0.6528,0
"negative",1,0.6663
"negative",0.6389,0.3581
"negative",1,0.6639
"negative",1,0.6722
"negative",1,1
"positive",1,0.638298279794716
"negative",0.6418,0.34
"negative",1,1
"negative",1,0.6431
"negative",1,0.6685
"negative",1,1
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"neutral",0.6298,0
"neutral",0.6755,0
"positive",0.6438,0.638298279794716
"negative",1,1
"neutral",0.3384,0
"negative",1,0.6606
"neutral",0.6883,0
"neutral",0.6667,0
"negative",1,1
"negative",1,0.6699
"negative",1,1
"negative",1,0.3539
"neutral",1,0.638298279794716
"positive",0.7068,0.638298279794716
"negative",1,0.6888
"negative",1,0.6694
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.3414
"neutral",1,0.638298279794716
"neutral",0.7118,0
"negative",1,0.7
"negative",1,1
"negative",1,1
"negative",0.6512,0.6512
"negative",1,0.6687
"negative",1,1
"neutral",1,0.638298279794716
"neutral",0.6827,0
"neutral",0.7175,0
"neutral",1,0.638298279794716
"negative",0.7,0.7
"negative",1,0.6637
"negative",1,1
"positive",1,0.638298279794716
"neutral",0.701,0
"negative",1,1
"negative",0.6801,0.6801
"neutral",1,0.638298279794716
"positive",0.6593,0.638298279794716
"negative",1,0.6659
"negative",1,0.6148
"neutral",1,0.638298279794716
"negative",1,1
"neutral",0.6858,0.638298279794716
"negative",1,1
"negative",1,0.6663
"negative",0.6942,0.6942
"negative",1,0.6914
"negative",1,0.3503
"negative",1,0.6778
"negative",1,0.6304
"negative",1,0.3496
"neutral",1,0.638298279794716
"negative",1,0.3443
"positive",1,0.638298279794716
"negative",0.6324,0.6324
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.7007,0.7007
"neutral",1,0.638298279794716
"negative",1,0.6673
"negative",1,1
"negative",1,0.3647
"neutral",1,0.638298279794716
"negative",1,0.6804
"neutral",1,0.638298279794716
"negative",1,0.675
"negative",1,0.6761
"negative",1,1
"negative",1,1
"negative",1,0.6837
"negative",1,0.6194
"neutral",0.3834,0
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6868,0.3807
"negative",1,1
"negative",1,0.3611
"negative",0.6989,0.6989
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.6753,0.3494
"negative",0.6741,0.6741
"negative",1,0.6725
"neutral",1,0.638298279794716
"negative",1,0.3806
"negative",1,1
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,0.68
"positive",0.6162,0
"neutral",0.6596,0
"negative",0.6614,0.6614
"neutral",1,0.638298279794716
"negative",1,0.6916
"negative",1,1
"neutral",0.6879,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",0.6692,0.6692
"negative",0.6787,0.3542
"negative",1,0.3596
"negative",1,1
"negative",1,1
"negative",1,0.6874
"negative",1,0.3472
"negative",1,1
"negative",1,0.3636
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6936
"negative",1,1
"negative",1,0.6432
"negative",1,1
"negative",1,1
"negative",1,0.6473
"negative",1,0.3667
"negative",1,0.6872
"negative",1,0.6732
"negative",1,0.6199
"negative",1,0.7219
"negative",1,1
"negative",1,0.6648
"negative",1,0.659
"neutral",0.3567,0
"neutral",1,0.638298279794716
"negative",0.6708,0.3663
"negative",1,0.3598
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.3685
"negative",1,1
"neutral",0.6807,0
"negative",1,1
"negative",1,0.6981
"negative",1,0.6343
"negative",1,0.6343
"negative",1,1
"neutral",0.6739,0.638298279794716
"negative",1,0.6493
"negative",0.6537,0.3504
"negative",0.6506,0.6506
"negative",1,1
"negative",1,0.3699
"negative",1,1
"negative",0.6743,0.3412
"negative",0.6741,0.338
"neutral",0.6687,0
"neutral",0.6855,0
"negative",1,1
"negative",1,1
"positive",0.6515,0.638298279794716
"positive",0.6543,0.638298279794716
"negative",0.7148,0.3889
"negative",0.6953,0.3628
"negative",1,1
"negative",1,1
"negative",0.6758,0.6758
"negative",0.6603,0.6603
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",0.6258,0.3217
"negative",0.6568,0.6568
"negative",1,1
"negative",1,0.649
"neutral",0.6464,0
"negative",1,0.6451
"positive",1,0.638298279794716
"positive",0.6534,0.638298279794716
"neutral",0.6685,0
"positive",1,0.638298279794716
"negative",1,1
"negative",1,0.3574
"negative",0.3394,0.3394
"positive",1,0.638298279794716
"negative",1,1
"positive",1,0.638298279794716
"negative",1,0.6453
"negative",1,1
"negative",1,1
"negative",1,0.6748
"negative",0.6789,0.367
"positive",1,0.638298279794716
"negative",1,0.6453
"negative",0.6562,0.3352
"negative",0.6576,0.3723
"positive",0.6883,0.638298279794716
"negative",1,0.34
"neutral",1,0.638298279794716
"negative",1,1
"negative",0.6948,0.3722
"negative",0.7002,0.7002
"neutral",0.673,0.638298279794716
"neutral",0.3421,0
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6788
"positive",1,0.638298279794716
"negative",0.6553,0.6553
"negative",1,1
"neutral",0.6907,0
"negative",1,1
"negative",1,0.6527
"negative",0.6705,0.3363
"negative",1,0.6527
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.6799,0
"negative",0.6945,0.363
"negative",1,1
"negative",0.656,0.656
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,1
"negative",0.6978,0.3674
"positive",0.6702,0.638298279794716
"negative",1,0.6416
"negative",1,0.3666
"negative",1,0.354
"neutral",1,0.638298279794716
"negative",1,0.6846
"positive",0.6807,0.638298279794716
"negative",0.6661,0.6661
"negative",0.6722,0.6722
"negative",1,0.6651
"positive",0.6605,0.638298279794716
"negative",1,1
"positive",0.669,0.638298279794716
"neutral",1,0.638298279794716
"neutral",0.669,0
"negative",1,0.6139
"negative",1,0.3599
"positive",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",0.6648,0.6648
"negative",0.6569,0.3449
"negative",1,1
"negative",0.6827,0.6827
"positive",0.6487,0.638298279794716
"negative",1,0.6564
"negative",1,0.3866
"neutral",0.651,0
"positive",0.6832,0
"negative",1,1
"neutral",0.6468,0
"negative",1,0.6942
"negative",1,0.7059
"positive",0.7009,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,0.3485
"neutral",0.6876,0
"neutral",0.6678,0
"negative",0.6827,0.6827
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.6791
"negative",1,1
"neutral",0.6685,0
"neutral",1,0.638298279794716
"negative",1,0.6707
"neutral",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",0.6648,0.345
"neutral",1,0.638298279794716
"negative",0.7023,0.7023
"positive",1,0.638298279794716
"negative",1,1
"negative",0.6566,0.6566
"negative",1,0.6966
"negative",1,1
"negative",1,0.3579
"negative",1,1
"negative",1,0.6657
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,0.6624
"positive",1,0.638298279794716
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.656
"positive",1,0.638298279794716
"negative",1,0.3564
"negative",0.6356,0.6356
"negative",0.6548,0.3327
"negative",1,0.7033
"negative",1,1
"negative",1,0.6802
"negative",1,1
"negative",1,1
"negative",1,1
"negative",1,1
"negative",0.6454,0.345
"negative",1,0.6324
"negative",1,1
"negative",0.6513,0.3293
"positive",1,0.638298279794716
"positive",1,0.638298279794716
"negative",1,0.6514
"negative",1,1
"negative",1,1
"negative",1,1
"neutral",0.6278,0
"positive",1,0.638298279794716
"negative",1,1
"neutral",1,0.638298279794716
"negative",1,1
"negative",1,1
"negative",1,0.6572
"negative",1,0.6644
