"kmeans1","kmeans2"
1,1
1,1
1,NA
0.6923,0
0.6632,0.6632
1,1
1,NA
1,NA
0.6775,NA
1,NA
0.7067,0
1,NA
1,NA
1,NA
1,NA
0.6596,0
1,NA
0.6736,0.3463
0.7027,0.7027
1,NA
0.6527,0
1,1
1,1
1,0.6836
1,0.346
1,1
1,NA
0.6606,NA
0.6619,0
0.6838,0
0.6617,NA
1,0.6632
1,NA
1,1
0.6732,NA
1,NA
1,1
1,NA
1,1
1,0.7065
1,NA
1,NA
0.3474,0
0.6354,0
1,0.6474
1,0.6836
1,1
0.6785,NA
1,NA
1,0.3684
1,1
1,1
0.6468,0.6468
1,1
1,1
1,1
1,NA
1,0.6704
0.648,0.3416
1,NA
1,NA
1,0.6838
1,1
0.703,0
1,1
1,1
1,1
1,0.6509
1,NA
0.6834,NA
0.642,0
1,NA
1,1
1,1
0.6492,0.6492
1,NA
1,NA
1,0.6674
1,NA
1,1
0.6404,0.6404
1,0.6438
1,1
0.9633,0
1,0.6947
1,0.6966
0.6701,0.6701
1,0.6721
0.6803,0
1,0.6843
1,0.6526
1,0.6709
1,1
1,0.6466
0.6957,0
0.689,0
1,0.6364
1,0.6605
1,NA
1,1
1,0.3451
0.6469,NA
0.6869,NA
1,NA
1,0.6522
1,1
0.6472,0
0.6939,NA
1,0.6921
1,1
0.6913,0.3499
1,0.6631
1,NA
1,1
0.6994,NA
0.649,0
1,NA
0.6634,0.6634
1,1
0.6638,NA
0.6364,NA
1,NA
1,0.6833
1,0.6647
0.6266,0
1,1
1,NA
0.6551,NA
1,NA
1,NA
0.6673,0
0.6522,NA
1,1
1,0.6985
1,0.6651
0.6526,0
1,0.663
0.3474,0
0.6875,NA
0.6747,0.6747
1,NA
1,0.6842
0.657,0.348
1,1
1,NA
0.643,0
1,NA
1,NA
1,NA
0.6875,NA
1,1
0.6596,NA
1,NA
1,NA
0.6609,NA
1,NA
1,NA
1,NA
0.6454,NA
0.6667,0
0.6429,0
0.6578,NA
1,NA
1,NA
0.6765,NA
0.6623,0
1,NA
1,NA
0.6796,0.6796
1,NA
0.6848,NA
1,1
1,NA
0.6703,0
0.6667,NA
0.6768,NA
0.6803,0
1,NA
0.7067,NA
0.6606,NA
0.6667,NA
1,NA
1,0.6524
1,1
1,NA
1,NA
0.6316,NA
0.7029,0.3619
0.667,0.3335
0.6439,NA
1,NA
1,NA
1,NA
0.6811,NA
0.6633,NA
0.7012,NA
1,1
1,0.3516
1,1
1,1
0.6669,0.6669
1,NA
1,0.6689
1,NA
0.6598,0.6598
0.6667,NA
0.678,NA
1,0.6383
0.6737,NA
1,NA
1,0.6872
1,NA
0.6554,NA
1,NA
1,0.6697
0.6809,0
1,NA
1,NA
1,1
1,NA
0.6988,0.6988
1,NA
0.6721,0.3361
0.6858,0.3703
1,0.6718
0.6608,NA
1,NA
1,NA
1,NA
0.6618,NA
0.6757,0.3515
1,NA
0.6372,0
0.657,0.657
1,1
1,1
1,NA
1,0.3587
1,0.6662
0.6196,0.3152
1,0.6666
1,1
1,0.66
0.6521,0.6521
0.699,0.3611
1,1
1,1
1,1
1,NA
0.6857,NA
1,NA
1,NA
0.6514,NA
1,1
1,0.6304
1,0.6809
1,NA
0.6705,NA
1,NA
1,NA
1,NA
0.3523,0.3523
0.3548,0.3548
1,NA
0.6617,0.6617
1,0.348
1,1
1,1
1,NA
1,NA
0.6423,NA
0.6714,NA
0.657,0
1,NA
1,NA
0.6803,0.6803
1,0.6932
0.6946,0
1,NA
0.7087,NA
1,NA
1,NA
1,1
0.6356,NA
1,NA
1,NA
1,NA
1,NA
1,NA
0.6479,0
0.6783,NA
1,NA
0.7104,0.3595
1,NA
1,NA
1,1
0.6751,0.6751
1,NA
0.6333,NA
1,NA
0.6714,NA
1,NA
0.6639,NA
0.3598,0.3598
1,NA
1,NA
0.6701,0
0.6771,0.6771
0.6954,0.6954
1,1
1,NA
0.6633,NA
0.65,0.3609
0.6616,0
1,1
1,NA
1,NA
1,NA
0.681,NA
1,NA
1,NA
1,NA
1,NA
0.6804,0
1,NA
1,NA
1,NA
0.6909,NA
0.3707,0.3707
1,NA
1,NA
0.6598,0
1,NA
1,NA
0.6973,NA
1,1
1,1
0.6675,0
1,0.6429
1,NA
1,NA
0.6915,0
1,NA
1,NA
1,NA
0.6739,0
0.6479,NA
1,NA
1,NA
0.6912,0.3456
0.3488,0
0.6771,0
0.7065,NA
0.6744,NA
0.6471,0
1,0.6809
1,0.636
1,NA
0.7158,NA
0.6429,NA
1,NA
0.7084,0
0.6748,NA
1,NA
1,0.6923
0.6989,0.3763
1,0.3597
1,NA
1,NA
1,NA
0.6842,NA
1,NA
0.7029,0
0.6632,NA
0.3421,0
0.6247,0
0.6838,0
0.6447,NA
1,NA
0.6837,0
0.6454,NA
0.654,NA
0.6541,0.3367
0.6709,NA
0.6442,0.345
0.3636,0
1,NA
1,NA
0.6561,0.333
0.6582,0.6582
0.6926,0
0.6869,0
0.6503,0.6503
0.6556,NA
0.6404,NA
0.6436,NA
0.6455,0.6455
1,NA
0.6827,NA
1,NA
1,1
0.383,0
0.6535,0.6535
0.6887,0.3757
1,NA
0.7021,0.3723
1,NA
0.6703,NA
0.6501,0
1,NA
0.6939,NA
0.667,NA
1,NA
1,1
1,NA
0.6754,NA
1,NA
1,NA
0.631,0
0.3499,0
1,NA
0.6837,0
1,0.6645
0.6525,NA
0.6754,0.3509
0.6617,0
1,NA
0.6546,0
1,0.6702
0.3505,0
1,NA
1,0.6709
1,NA
1,NA
1,1
0.6709,0
0.3598,0.3598
1,NA
0.6667,0
0.7124,NA
1,NA
0.6495,0
1,0.6908
0.6591,0
1,NA
1,NA
1,NA
0.6907,NA
0.6637,0
1,NA
0.3556,0
1,NA
1,NA
1,NA
1,NA
1,0.6802
1,NA
0.6646,NA
1,NA
0.7118,0.7118
1,NA
0.6596,NA
1,NA
0.6657,0.6657
1,NA
1,1
0.6588,0
0.6697,NA
1,NA
0.6669,0
0.694,0.694
0.6552,0.6552
0.6338,NA
0.6532,NA
1,1
0.6505,0.6505
1,NA
0.3435,0.3435
1,1
1,NA
0.647,0
0.6667,0.3444
0.6824,NA
1,NA
0.6813,NA
0.6722,0
1,1
1,1
0.6598,NA
0.6559,0.6559
1,NA
0.6686,NA
0.6406,0.6406
0.6742,NA
1,NA
0.6462,NA
0.6634,NA
0.6759,0.6759
0.6563,NA
0.6696,NA
1,NA
1,NA
0.7102,0.7102
0.7194,0
1,0.6353
1,NA
1,NA
1,NA
1,NA
0.3477,0.3477
0.6657,NA
1,1
1,1
0.6848,0
1,NA
0.6583,NA
0.6659,NA
0.6625,NA
1,NA
0.6691,0.3399
0.6808,0
1,NA
1,NA
1,NA
0.664,NA
1,NA
1,NA
0.6875,0.6875
0.6592,NA
1,1
1,NA
1,NA
0.6633,NA
1,NA
1,1
1,0.3408
0.3493,0
1,0.6415
0.6823,NA
0.6524,0
1,NA
1,0.6311
1,1
0.6701,0
1,1
1,NA
0.6486,NA
1,NA
1,NA
0.6771,NA
1,1
1,0.6733
0.6683,NA
1,NA
1,NA
1,NA
1,NA
0.6291,0
0.6598,0
1,1
0.6562,NA
1,NA
0.6959,0.6959
0.6739,NA
1,NA
1,NA
0.6565,0.6565
0.6812,0
1,NA
0.6771,NA
0.3606,0
1,0.3486
1,NA
1,NA
1,NA
1,1
1,0.3505
1,0.6658
0.6739,0
1,NA
1,0.6809
1,NA
0.6774,NA
1,1
1,1
0.6737,0.3474
0.6725,0.3493
0.6883,NA
0.7007,0.3647
1,0.346
1,1
1,NA
0.6317,0.3304
1,1
0.6696,0.6696
1,0.6859
0.6699,0
1,0.68
1,NA
1,1
0.6749,0.353
1,0.6726
0.6898,NA
1,NA
1,1
0.6395,0.3256
0.6566,0
0.6774,NA
1,1
0.6392,0.3299
1,NA
1,1
0.7053,0.3684
0.6632,0.3474
0.6735,0
1,NA
1,1
1,NA
1,0.6312
1,0.6322
0.6836,0
0.6444,0.3333
1,0.3721
1,NA
0.6835,0.6835
1,NA
1,1
1,0.6915
1,1
1,NA
0.6535,NA
1,0.3557
0.6458,0.6458
1,0.369
1,NA
1,1
1,0.6448
1,1
1,NA
1,NA
0.6701,NA
1,0.3439
1,NA
1,0.6568
0.6831,NA
0.6652,0.6652
1,0.6832
0.6603,0.6603
1,NA
1,NA
1,NA
1,0.3353
0.6788,0.3879
1,0.6667
1,0.6384
1,0.7127
0.6366,0.3458
1,1
1,0.7026
0.6838,NA
1,NA
1,1
1,1
1,0.3444
1,0.6401
1,NA
0.67,NA
1,1
0.6713,0
1,0.6571
1,NA
1,0.3477
1,NA
1,0.6699
1,0.6925
0.6368,NA
0.6724,0.3492
0.6669,0.3735
0.6462,NA
0.6926,NA
1,1
1,0.6695
1,1
1,0.3444
1,NA
0.6442,0
1,1
1,0.3724
1,1
0.3505,0.3505
1,0.3704
1,1
0.6947,0.6947
1,0.6779
1,0.6891
1,1
1,0.6752
0.6491,0.6491
0.6407,NA
1,0.6739
0.6807,NA
1,1
1,0.6517
1,1
1,0.6332
0.6633,0.6633
1,NA
0.6571,NA
0.6536,0
1,NA
0.671,0.671
1,NA
1,0.6967
0.6947,0.6947
1,1
1,1
1,NA
0.6102,0.6102
0.7013,0.7013
1,0.7065
0.6838,0.6838
1,NA
0.6593,0.3407
0.6634,0.6634
1,NA
1,NA
1,1
1,NA
0.6599,0.3515
1,NA
1,0.6807
0.6711,NA
0.3398,0
1,1
1,0.3579
1,1
1,NA
1,NA
0.6421,0.3265
1,1
0.3715,0
1,NA
1,0.3495
1,0.6922
1,1
1,NA
0.7025,0.3702
1,0.3578
0.633,0
1,0.6659
0.672,0
0.6591,0
1,0.7033
1,0.6804
1,0.6838
0.6838,0.6838
1,0.3586
0.663,NA
1,1
1,1
0.6563,0.6563
0.6766,0.6766
1,1
1,0.3505
0.688,0.688
1,1
1,0.7077
1,NA
0.6771,0.3452
1,1
0.6898,0.3545
1,1
1,1
1,0.6846
1,1
0.6376,0
0.3568,0
1,0.6204
0.6427,NA
1,1
0.6675,0.6675
1,NA
1,1
1,0.6633
1,NA
1,1
1,0.6495
0.6472,NA
0.6889,0
0.6778,NA
0.6932,0.6932
1,0.6706
1,0.6684
1,NA
0.6427,0.3274
1,NA
1,1
0.6535,0.6535
1,NA
1,0.6936
1,0.6803
0.6882,0.6882
1,NA
1,0.6705
1,1
1,NA
1,1
1,NA
1,NA
1,0.6703
1,1
1,NA
0.6697,0.3557
1,0.3516
0.7012,NA
0.6634,NA
1,NA
1,0.6932
0.6848,0.3486
0.6737,0
1,0.6449
1,0.6509
1,NA
0.709,NA
1,NA
1,0.3671
1,NA
1,1
0.686,0.686
0.6575,NA
0.6529,NA
1,0.6819
1,1
1,0.6667
0.6533,NA
1,NA
0.6621,NA
0.6621,0
1,NA
0.6334,0.3342
1,NA
1,0.6699
0.6602,0.6602
0.6736,0.6736
1,1
0.6617,0.6617
1,0.3573
1,0.66
1,1
1,NA
1,0.7013
1,NA
1,0.67
1,0.6769
1,1
0.6667,NA
1,0.3694
1,0.3386
1,1
1,0.6835
1,1
1,NA
1,1
1,0.6813
1,1
1,1
1,NA
1,1
1,NA
1,0.6611
1,1
1,NA
1,0.671
0.6606,0
0.3713,0.3713
1,1
0.6582,0.3365
1,1
1,1
1,NA
0.6593,NA
1,0.7087
1,0.6838
1,NA
1,NA
0.6809,0.3511
1,0.6503
1,0.3478
1,1
1,0.6601
1,NA
1,0.3437
1,0.6517
0.3474,0.3474
0.6714,0
0.6383,0.6383
1,NA
1,1
0.6658,0
1,NA
1,1
0.6596,0.6596
1,0.3694
0.682,0.3486
0.648,0.648
1,0.6733
0.6768,0.3388
1,1
1,NA
0.6728,0.6728
1,NA
1,0.3466
1,NA
0.67,0
1,1
0.6696,0
1,NA
1,1
1,NA
1,1
0.6753,0
1,1
1,0.6507
0.6635,0
1,0.6545
0.6947,0.6947
1,0.701
0.66,NA
0.6366,0
0.6856,0.6856
0.3485,0.3485
1,0.657
1,0.6863
1,0.6461
1,NA
1,1
1,NA
0.6598,0
1,0.3511
1,1
1,NA
1,0.6914
1,1
1,0.6538
0.6832,0
1,0.6713
1,0.6518
1,NA
1,NA
1,1
1,0.6383
1,NA
1,NA
0.6671,0
0.3437,0
1,NA
1,1
1,NA
1,NA
0.6363,0.3497
1,0.6812
0.6477,0.6477
1,NA
1,1
0.6869,NA
1,NA
1,0.6782
1,0.6832
0.6632,0
1,0.6316
1,NA
1,0.6632
1,1
1,NA
1,0.6773
0.64,0
1,NA
0.6632,0.3368
0.6703,NA
1,1
0.6843,0
0.6518,0.6518
0.6316,0
0.6935,0.3586
1,NA
0.6309,0.6309
0.6617,0.6617
1,1
0.6552,0.3448
0.6575,0.3394
1,NA
1,1
1,1
0.6477,NA
1,NA
0.6688,0.6688
1,1
1,1
1,NA
1,1
1,NA
1,0.6484
1,NA
1,NA
1,NA
0.6842,0.6842
0.6742,0
1,NA
1,0.3458
1,0.6751
1,1
1,0.6495
0.6309,NA
1,0.7013
1,NA
1,1
1,NA
1,NA
1,1
1,NA
0.64,0
1,NA
1,0.6785
1,0.6556
1,1
1,1
1,NA
1,0.3417
1,NA
1,0.6946
0.6749,0.6749
1,NA
1,NA
0.6942,0
1,1
0.6192,0.3256
1,NA
0.6774,0.3441
0.6926,0
1,NA
1,NA
1,0.7067
1,NA
1,0.6747
1,0.6556
1,NA
1,1
0.3723,0.3723
0.6641,0
1,0.6527
0.6627,NA
1,0.6857
1,0.6806
1,1
1,0.6651
0.6702,0.6702
1,0.6775
1,0.6544
0.6735,NA
1,NA
1,NA
1,NA
1,NA
1,1
1,0.6742
1,0.3606
1,NA
1,NA
1,0.6809
0.6768,NA
1,NA
1,NA
1,NA
0.6729,0
0.3563,0
0.6842,NA
0.6545,0
0.3519,0
0.3711,0
0.7158,0.3684
1,NA
0.6756,0
1,0.6364
0.6591,NA
1,0.6593
0.6461,0
0.6747,NA
1,NA
0.6671,0.3651
1,NA
1,NA
1,NA
0.6691,NA
0.6595,0
0.678,NA
1,NA
1,NA
0.6532,0
1,0.6614
1,NA
1,0.6699
1,1
1,NA
1,NA
1,NA
1,0.6522
0.6667,0.3333
0.6381,0
1,NA
1,1
1,NA
1,1
1,0.6689
1,1
1,NA
1,NA
1,NA
1,1
1,0.3607
1,NA
1,1
0.3456,0
0.3617,0
1,0.3683
1,1
1,NA
0.656,0
1,0.6667
1,1
1,1
1,1
0.6667,0
1,1
1,0.7114
0.6652,0.3434
1,NA
0.654,0
0.6531,NA
0.6405,0.6405
1,0.6698
1,0.6667
1,0.6636
1,NA
1,NA
1,NA
1,1
0.6344,NA
1,NA
1,NA
0.672,NA
1,NA
0.7033,0
0.6922,0
1,0.6543
0.6465,0.6465
1,1
0.6458,0.6458
1,NA
1,NA
1,0.3469
0.6984,0.6984
1,1
1,NA
1,0.3532
1,0.6388
1,0.6664
0.6826,0
1,1
0.6822,0.3485
1,NA
1,0.6854
1,1
1,NA
0.6517,0
1,NA
0.6686,NA
0.6591,0.6591
1,NA
0.6472,0
0.6669,0
0.6822,0.3629
1,0.6405
0.6489,NA
0.693,NA
1,NA
1,NA
0.6593,NA
1,0.6842
1,NA
1,NA
1,NA
1,NA
1,0.6383
1,1
1,1
1,1
1,1
0.6582,0
1,1
1,0.6552
1,0.6667
1,0.3723
1,NA
1,NA
0.6792,NA
0.6652,NA
0.6842,NA
0.6581,NA
0.6837,NA
1,NA
0.6469,NA
0.6598,0.3505
0.6725,0.6725
1,0.6526
1,1
0.667,NA
1,NA
0.7024,0.7024
1,NA
0.6508,NA
1,NA
0.6598,NA
1,NA
1,NA
1,NA
1,NA
0.6637,0
1,NA
1,1
1,NA
0.7128,NA
0.3898,0.3898
1,NA
0.6733,NA
1,0.6869
1,NA
0.6931,NA
1,NA
1,NA
1,NA
1,NA
1,NA
1,NA
1,NA
0.6503,NA
0.6394,NA
1,NA
0.6526,NA
1,NA
1,NA
1,NA
1,NA
0.674,0.674
1,1
1,1
0.6742,NA
0.6039,NA
0.3602,0
1,1
1,1
1,0.6617
1,1
1,0.6404
1,1
0.3363,0
1,0.6761
0.662,0.662
1,1
1,NA
1,NA
0.7263,NA
0.6252,0.3307
1,NA
1,NA
1,NA
0.7047,NA
1,NA
1,NA
1,NA
0.6854,0.3512
1,NA
1,1
1,NA
1,0.3398
1,NA
1,NA
0.3477,0.3477
0.6596,NA
0.6383,0
0.3469,0
0.6612,0
1,1
0.6551,NA
1,0.6882
1,NA
1,1
1,1
0.3537,0.3537
1,NA
0.6652,0.3446
0.632,0
1,NA
1,NA
1,NA
1,NA
1,1
1,NA
1,NA
1,NA
0.68,0
1,1
1,0.6376
0.6846,NA
1,NA
1,1
1,1
1,NA
1,0.6748
1,1
0.6544,NA
0.6669,NA
0.653,0.3513
1,0.3442
1,NA
1,NA
1,1
1,1
0.6931,0.3663
1,0.3395
0.6703,0.6703
0.6593,0.6593
1,0.6842
0.6874,NA
1,NA
1,NA
0.66,NA
1,NA
0.6492,NA
1,0.7001
0.7088,NA
0.7065,NA
1,1
1,1
1,1
1,1
1,NA
1,1
1,NA
0.6766,0.3537
0.6609,0.6609
1,1
0.6987,0.6987
0.6563,0
1,NA
1,NA
1,NA
1,NA
0.7153,NA
0.6322,NA
1,NA
0.6457,NA
1,0.6745
1,NA
1,1
0.6364,0.3535
1,NA
1,NA
0.6332,NA
0.6382,NA
0.6774,NA
1,NA
0.6526,NA
0.6196,0
1,NA
0.6411,0
1,0.686
0.6871,NA
1,0.6882
0.6733,0.3532
0.3494,0
1,1
1,1
1,0.6667
1,NA
1,NA
0.6667,NA
0.7018,0.7018
0.6705,0
0.6639,NA
1,NA
0.6295,NA
1,NA
0.6507,NA
1,NA
0.704,NA
1,NA
0.6701,0
1,NA
1,NA
0.6579,NA
0.6409,NA
1,NA
0.343,0
1,NA
1,NA
0.6768,NA
0.6698,0
0.6959,NA
1,NA
0.6585,0.6585
0.67,0
1,NA
0.6719,NA
1,0.6895
0.6701,NA
0.6816,NA
1,NA
1,1
1,1
1,NA
1,NA
1,NA
1,0.677
1,NA
1,NA
0.6392,NA
0.6634,0.3465
1,NA
1,1
1,NA
1,NA
0.6838,NA
0.6667,NA
1,0.6487
0.6709,0
1,1
1,1
1,NA
1,1
1,0.3541
0.6566,NA
0.6883,0.6883
0.6806,NA
1,1
1,NA
1,NA
0.709,0.709
0.6701,NA
1,NA
1,NA
1,NA
0.9278,0.5386
1,NA
0.6702,NA
1,0.6941
0.7053,NA
0.65,NA
1,NA
1,NA
0.6316,0
1,NA
1,NA
1,NA
1,1
1,NA
1,0.3684
0.6667,NA
1,1
1,NA
0.6706,0.3376
1,1
1,0.3402
1,NA
1,0.7
1,0.3508
1,1
1,NA
0.6579,NA
1,NA
1,0.6813
1,0.6733
0.6533,0
1,1
1,0.6563
1,NA
0.6608,0.6608
1,NA
1,1
1,NA
1,NA
1,NA
0.6786,0
1,0.3789
1,0.6484
1,NA
1,NA
1,NA
0.6566,0
1,NA
0.6907,NA
0.6387,NA
0.656,0
1,NA
1,NA
1,NA
0.6242,0.6242
0.6533,0.332
0.6551,0.6551
1,NA
1,0.6718
1,0.6246
1,NA
1,NA
1,NA
0.6588,0
0.6701,NA
1,0.7011
1,1
0.6364,0
1,NA
1,0.3678
1,NA
0.7065,0.3587
0.3548,0
0.68,NA
1,NA
1,1
1,0.7022
0.6694,NA
1,0.6832
1,0.6364
1,0.6653
0.6626,0.6626
1,1
1,1
1,1
0.6667,0
1,1
1,0.6667
1,NA
1,NA
0.6691,NA
1,NA
0.373,0.373
1,0.6942
0.6822,0.3563
1,1
0.6556,0
0.6904,NA
1,NA
1,NA
1,NA
1,NA
1,NA
0.7023,0.3755
1,1
0.6697,NA
1,NA
1,NA
1,0.6353
1,0.6494
1,NA
0.7723,0.731
1,NA
1,0.3514
1,1
0.6843,NA
1,1
1,NA
1,NA
0.7036,NA
1,NA
1,NA
1,NA
1,NA
0.6588,0
1,1
1,0.6987
0.6617,0.6617
0.683,0
1,0.6942
0.6531,0.6531
0.6421,0.3482
1,0.6617
1,0.6509
1,NA
1,1
1,NA
0.6775,0
1,1
1,NA
1,NA
1,NA
0.6889,NA
1,NA
1,1
1,0.664
0.6854,NA
1,NA
1,NA
0.6907,0
1,NA
1,NA
0.7168,0.3922
1,0.699
1,NA
0.6477,0.3295
1,NA
1,NA
1,NA
1,0.3548
0.7245,0
1,1
1,1
0.7053,0.7053
0.6694,0.3779
0.6551,0.3449
1,1
1,NA
1,NA
1,NA
1,0.62
1,NA
1,0.6529
1,0.6669
1,NA
0.7077,NA
1,NA
0.6667,NA
0.6602,0
1,NA
1,NA
1,NA
1,NA
1,1
0.6495,0
1,1
1,NA
1,0.6735
0.6808,0
1,NA
0.6602,NA
1,0.6832
1,NA
1,1
0.3658,0
0.6723,0
0.6625,0.3394
1,0.6871
1,NA
1,NA
1,NA
0.6198,0.3265
0.3563,0
1,NA
1,NA
0.6632,NA
0.3373,0
1,0.6616
1,NA
1,0.6443
1,1
1,NA
1,NA
1,NA
0.6768,NA
1,0.3561
0.6762,NA
0.6606,0
0.6629,0.6629
1,1
0.6624,0.3547
0.6737,NA
0.6503,NA
1,NA
0.6596,0.3521
1,1
1,0.6733
1,NA
0.6528,0.328
0.6808,0
1,1
0.6778,0
1,0.6508
1,0.6875
1,NA
1,0.6666
0.6742,0.3383
1,NA
1,1
1,0.6809
0.689,0
0.6659,NA
0.6786,NA
1,1
1,NA
0.6259,NA
1,1
1,NA
1,0.6839
1,0.3579
0.662,0.662
1,0.3368
1,NA
1,NA
0.6423,NA
0.6754,0
0.6831,0.6831
1,NA
1,0.6667
1,NA
0.6596,0
0.7246,0
0.6989,NA
0.6966,0.3708
0.6471,0.3345
0.6774,NA
1,0.6729
1,0.3437
0.6719,0.3781
1,0.6316
0.6513,0.3288
0.6923,NA
1,0.649
0.6801,0.3419
1,0.6702
0.6201,0.6201
1,NA
1,NA
1,1
0.6951,0.6951
1,1
1,0.6347
1,1
1,1
1,0.6854
1,0.6659
1,1
1,NA
1,1
1,1
1,0.6802
1,0.6966
1,1
1,0.656
0.7112,0.3609
0.699,0.699
1,NA
0.7007,NA
1,NA
1,0.6916
1,NA
1,0.6676
1,0.6531
1,NA
0.6465,NA
0.6727,0
1,1
1,NA
0.6702,0.6702
1,1
0.6596,NA
1,1
0.6739,NA
1,1
0.6815,NA
0.6645,NA
1,NA
1,0.6154
1,NA
1,0.6974
1,0.6782
1,NA
1,1
1,NA
1,NA
0.6698,0
0.6765,0.3634
1,NA
1,0.6804
1,NA
0.6639,0
1,1
1,NA
0.6701,NA
0.6539,NA
0.3573,0.3573
0.6465,NA
0.7102,NA
0.6633,NA
1,NA
0.6804,NA
0.6962,0
1,NA
1,0.6943
1,NA
1,0.3534
1,0.6762
0.6579,0.3451
0.6544,NA
0.6522,0.6522
1,NA
1,0.6599
1,NA
1,1
1,NA
1,1
0.6742,0
0.6533,NA
0.6793,NA
0.663,NA
0.6739,0.3804
0.684,0.684
0.6782,0.3563
0.6999,NA
1,0.6523
1,NA
1,NA
0.6339,0.6339
1,0.6544
0.6857,NA
1,NA
0.7077,NA
0.6841,0
1,1
1,0.6947
1,0.6773
0.6634,NA
0.6701,0
0.6667,NA
0.6317,0
1,1
1,NA
0.6419,0.6419
1,NA
1,NA
1,NA
0.6805,NA
1,NA
1,NA
0.6598,0.3711
0.6522,0.6522
0.6721,NA
0.6332,0
0.6661,NA
1,NA
1,1
1,NA
0.6831,0.6831
1,1
1,NA
1,1
1,NA
0.7052,NA
1,NA
0.6766,0.6766
1,1
1,1
0.6641,0.6641
1,NA
0.6598,0.3508
1,0.66
1,NA
1,0.3741
1,1
0.6676,NA
0.6345,0.3308
1,NA
1,0.686
1,1
1,NA
1,0.3868
1,NA
1,1
0.6809,NA
1,0.6501
1,0.3588
1,1
1,NA
0.6522,0.3579
1,NA
1,NA
0.3592,0
1,NA
0.3608,0
0.6913,0
1,NA
1,NA
1,0.35
0.678,0.678
0.6196,0
1,0.8436
1,0.3554
0.6865,NA
1,NA
1,1
1,NA
0.3516,0
1,1
1,NA
1,1
0.6635,NA
1,NA
1,1
1,NA
1,NA
1,NA
1,NA
1,NA
1,NA
1,NA
1,1
0.671,0.3395
1,NA
1,0.6665
0.6632,0
1,NA
0.6789,NA
1,NA
1,NA
1,0.709
0.66,0
0.6701,NA
1,NA
1,NA
1,NA
0.6742,0.6742
1,NA
0.6559,0.3333
1,NA
1,0.6684
0.3502,0
0.6667,0
0.66,NA
1,NA
1,NA
1,NA
1,NA
1,0.6691
0.6779,NA
1,0.6936
1,0.6932
0.6624,0
1,1
1,0.6593
0.3661,0
0.7223,0
0.6396,NA
0.6888,NA
1,NA
0.7179,0.7179
1,NA
1,NA
1,NA
0.6786,NA
1,0.6547
1,1
1,1
0.6821,0
1,NA
1,0.3392
0.66,0
1,NA
1,NA
1,NA
1,NA
0.6495,0
1,1
1,NA
1,1
1,NA
0.6728,NA
1,1
0.6747,0.6747
1,1
1,0.6942
0.6709,NA
0.6584,NA
0.673,NA
1,0.6437
0.6591,0.3523
0.6468,NA
0.6742,0
1,NA
1,NA
0.6442,0.3228
1,0.6852
1,NA
1,NA
1,0.6835
1,1
1,NA
1,0.6596
1,0.6188
0.6685,0
1,NA
0.6737,0
0.7139,NA
0.6667,NA
1,NA
0.7028,NA
1,NA
1,NA
1,1
1,NA
1,0.6889
0.6344,0.3419
0.6391,0.3503
1,NA
1,1
0.681,NA
1,NA
0.6803,0.6803
1,1
1,NA
1,NA
1,0.6424
1,1
1,NA
1,1
1,NA
1,NA
1,0.6592
1,NA
0.6663,0
1,NA
1,NA
1,0.3478
1,1
1,NA
1,1
1,NA
1,NA
1,NA
1,0.6788
1,0.6334
0.6469,NA
0.6667,NA
0.6919,0.6919
1,NA
1,0.6545
0.6277,0.6277
0.6507,NA
1,0.6657
0.6628,0.357
1,1
1,1
1,0.3823
0.6703,NA
1,NA
0.6444,NA
1,NA
1,NA
1,NA
0.6872,NA
1,NA
1,NA
0.6764,0
1,NA
1,0.6667
1,NA
1,1
1,1
1,0.6496
0.6989,0.3763
1,1
1,NA
0.6557,NA
1,NA
1,NA
1,NA
0.6853,0
0.6635,0
0.68,0
0.6714,0
1,NA
1,0.6559
1,0.7113
0.6154,0.3187
1,0.7126
1,NA
0.6421,NA
1,NA
1,NA
1,NA
0.7018,0.3814
0.6671,0
1,1
0.6304,NA
1,0.6529
0.6411,0
0.6925,NA
1,1
1,1
1,1
1,NA
1,1
1,NA
1,NA
0.6989,NA
1,NA
1,NA
0.6465,0.6465
1,NA
0.6476,0.6476
0.6987,0.3493
1,NA
1,0.6544
0.6504,0.3418
1,0.6495
1,0.6512
1,0.6682
1,1
0.6252,0.3307
1,0.6675
1,1
1,NA
1,0.654
1,0.66
1,1
1,1
1,NA
0.6947,NA
1,NA
1,0.6596
0.6669,NA
1,0.3417
1,NA
1,0.3441
0.6678,0.6678
1,1
1,1
1,0.3429
0.67,0.34
0.6616,0.3384
1,NA
1,0.6808
1,0.6803
0.6621,NA
1,0.3556
1,NA
0.6551,0.3449
1,0.6899
1,1
1,NA
0.6363,0.3417
1,1
1,0.3535
1,1
1,1
0.649,0.3325
1,0.347
1,0.6799
1,NA
0.6832,NA
1,NA
0.6688,NA
0.6544,NA
1,1
1,1
0.6472,0
0.6647,NA
1,0.6531
0.6837,0
0.6556,0
0.6546,0
0.6451,0
1,0.665
1,1
1,NA
1,NA
1,NA
1,NA
0.6804,0
1,1
0.6341,0.6341
0.6491,0.3394
1,NA
1,0.6989
0.6591,NA
1,0.668
0.6535,NA
1,1
1,1
0.6559,NA
1,NA
1,NA
1,1
0.6612,NA
1,NA
1,1
1,NA
1,NA
1,NA
1,1
0.6773,0
